ticket_key,category,type,confidence,reasoning,components
KHELP-11586,Invoicing-Generation,Feature-Request,95,"User is requesting a new feature to save partially allocated supplier invoices, which involves invoice processing functionality that doesn't currently exist.","Supplier invoices, invoice allocation, finance workflow"
KHELP-11585,Email-Notifications-Sending,Bug-Defect,95,"The user is experiencing specific error messages when trying to send email templates after a SendGrid patch, indicating a system malfunction in the email notifications sending functionality.","SendGrid, Email Templates, Sandbox, Stage Type, Salesforce email permissions"
KHELP-11584,Inventory-Allotment-Management,Bug-Defect,95,"The inventory allotment system is malfunctioning by allowing overbookings (92 passengers confirmed vs 90 inventory), which is a clear system defect.","Service inventory allotment, booking confirmation system, inventory management interface, itinerary item allotment days, passenger confirmation reports"
KHELP-11583,Service-Configuration,Bug-Defect,90,"The system is consistently defaulting to wrong pick-up locations for tours instead of the correct hotel on the tour date, which is a defect in how tour services are configured to pull default values.","Tours, Hotel pick-up defaults, Pick-up/drop-off logic, Date-based service selection"
KHELP-11582,Email-Notifications-Sending,Bug-Defect,95,"The system is incorrectly including transfer drop-off information in supplier emails despite the ""Enabled Linked Services For Drop Off"" setting being disabled, which is a clear defect in the email notification functionality.","Service configuration, supplier email notifications, transfer fields, linked services settings"
KHELP-11581,Email-Notifications-Sending,Configuration-Setup,95,"User needs help completing SendGrid V3 configuration after successful patch installation, specifically finding the App Settings option to enable the new email service.","SendGrid patch, SendGrid V3, App Settings, Email Queue"
KHELP-11580,Costings-Margin-Markup,Bug-Defect,85,"Users are experiencing error messages and component failures when adding itinerary items in costings after enabling Lightning Web Security, indicating a system defect rather than a user knowledge issue.","Lightning Web Security, Itinerary Items, Costings, Supplier Bookings, Payment Schedules"
KHELP-11579,Payment-Processing,Bug-Defect,95,"The missing ""Authorization to pay"" button in PayPal wallet is a clear defect in the payment processing flow that prevents users from completing transactions.","PayPal wallet, Authorization to pay button, B2B application, B2C application"
KHELP-11578,Documents-Generation-PDF,Bug-Defect,95,"The user is experiencing an unexpected validation error when rendering documents from a cloned template, and they explicitly state this cloning process worked in the past, indicating a regression or defect in document generation functionality.","Template cloning, document rendering, template validation, stage configuration"
KHELP-11577,Inventory-Allotment-Management,Bug-Defect,85,"The system is incorrectly changing services from allotment to ""on request"" status during booking conversion despite available allotment, indicating a defect in inventory allotment management functionality.","Itinerary management, Room/service allotment, Inventory status tracking, Booking conversion process"
KHELP-11576,Booking-Wizard-Passenger-Info,Bug-Defect,90,"The system is incorrectly requiring document number and expiration date fields for birth certificates (which don't have these fields), preventing completion of passenger information entry in the booking wizard.","Passenger Group Information (PGI) entry, document validation, birth certificate handling, API validation rules"
KHELP-11575,Pricing-Engine-Calculation,Bug-Defect,95,"This is a defect in the pricing calculation engine where hotel room pricing is not correctly matching the quantity and passenger configuration, which is a core pricing calculation malfunction.","Hotel pricing, room quantity calculations, package services, service lines, pricing engine"
KHELP-11574,Booking-Cancellation,Bug-Defect,95,"The system is incorrectly handling failed API cancellations by leaving reservations in ""pending amendment status"" instead of proper cancellation status, which is a clear defect in the booking cancellation functionality.","reservation cancellation, API integration, status management, rail services"
KHELP-11573,Booking-Amendments,Bug-Defect,90,"The system prevents transferring amendments and snapshots between agencies while allowing other record transfers, indicating defective functionality in the booking amendments area.","amendments, snapshots, bookings, travel advisors, agency accounts, itineraries"
KHELP-11572,Package-Configuration,Bug-Defect,95,"The issue involves a system error when shopping for specific package configurations (Coach accommodation) while other configurations work fine, indicating a defect in how package variants are configured or processed.","package search, rail services, accommodation types, supplier cost handling"
KHELP-11570,Costings-Margin-Markup,Bug-Defect,95,"This is a defect in the costings component where name changes don't display immediately as they used to, requiring a manual reload workaround.","Costings component, name change functionality, component reload mechanism"
KHELP-11565,Email-Notifications-Sending,Bug-Defect,95,"This is a defect where the From Address option is not displaying correctly for certain user profiles in the email sending interface, despite being properly configured in Org Wide settings.","Content Send and Publish, From Address selection, User profiles, Org Wide Email Addresses, Email sending interface"
